year,q_no,category,topic,question,choice1,choice2,choice3,choice4,explanation,difficulty,tags
2020,39,宅建業法,クーリング・オフ（場所・期間・到達）,"宅地建物取引業者Ａが、自ら売主として宅地建物取引業者ではない買主Ｂとの
間で締結した宅地の売買契約について、Ｂが宅地建物取引業法第37条の２の規定に基づき、い
わゆるクーリング・オフによる契約の解除をする場合における次の記述のうち、誤っているも
のはどれか。","Ｂは、Ａの仮設テント張りの案内所で買受けの申込みをし、２日後、Ａの事務所で契約を
締結した上で代金全額を支払った。その５日後、Ｂが、宅地の引渡しを受ける前に当該契約
について解除の書面を送付した場合、Ａは代金全額が支払われていることを理由に契約の解
除を拒むことができる。","Ｂは、自らの希望により自宅近くの喫茶店において買受けの申込みをし、売買契約を締結
した。当該契約に係るクーリング・オフについては、その３日後にＡから書面で告げられた
場合、Ｂは、当該契約の締結日から10日後であっても契約の解除をすることができる。","Ｂは、Ａの仮設テント張りの案内所で買受けの申込みをし、Ａの事務所でクーリング・オ
フについて書面で告げられ、その日に契約を締結した。この書面の中で、クーリング・オフ
による契約の解除ができる期間を14日間としていた場合、Ｂは、当該契約の締結日から10日
後であっても契約の解除をすることができる。","Ｂは、売買契約締結後に速やかに建物建築工事請負契約を締結したいと考え、自ら指定し
た宅地建物取引業者であるハウスメーカー（Ａから当該宅地の売却について代理又は媒介の
依頼は受けていない。）の事務所で買受けの申込み及び売買契約の締結をし、その際、クー
リング・オフについて書面で告げられた。その６日後、Ｂが当該契約について解除の書面を
送付した場合、Ａは契約の解除を拒むことができない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：Ｂは、Ａの仮設テント張りの案内所で買受けの申込みをし、２日後、Ａの事務所で契約を
締結した上で代金全額を支払った / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：クーリング・オフ（場所・期間・到達）",2,R2_12;宅建業法
2020,40,宅建業法,禁止行為（再勧誘/貸付/時間付与）,"宅地建物取引業法（以下この問において「法」という。）に規定する業務に関
する禁止事項についての次の記述のうち、正しいものはどれか。","宅地建物取引業者が、マンション販売の勧誘をするに際し、相手方から購入を希望しない
旨の返事があった後に、当該勧誘を継続することは法に違反しない。","宅地建物取引業者は、契約の相手方に対して資金不足を理由に手付の貸付けを行ったが、
契約締結後償還された場合は法に違反しない。","宅地建物取引業者は、契約の締結の勧誘をするに際し、理由の如何を問わず、相手方に対
して当該契約を締結するかどうかを判断するために必要な時間を与えることを拒んではなら
ない。","宅地建物取引業者は、勧誘の相手方が金銭的に不安であることを述べたため、売買代金の
額を引き下げて、契約の締結を勧誘したとしても、法に違反しない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：宅地建物取引業者は、勧誘の相手方が金銭的に不安であることを述べたため、売買代金の
額を引き下げて、契約の締結を勧誘したとしても、法に違反しない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：禁止行為（再勧誘/貸付/時間付与）",3,R2_12;宅建業法
2020,41,宅建業法,帳簿（記載/保存/電子記録扱い）,"宅地建物取引業法第49条に規定する帳簿に関する次の記述のうち、正しいもの
はどれか。","宅地建物取引業者は、本店と複数の支店がある場合、支店には帳簿を備え付けず、本店に
支店の分もまとめて備え付けておけばよい。","宅地建物取引業者は、宅地建物取引業に関し取引のあったつど、その年月日、その取引に
係る宅地又は建物の所在及び面積その他国土交通省令で定める事項を帳簿に記載しなければ
ならない。","宅地建物取引業者は、帳簿を各事業年度の末日をもって閉鎖するものとし、閉鎖後５年間
当該帳簿を保存しなければならないが、自ら売主となり、又は売買の媒介をする新築住宅に
係るものにあっては10年間保存しなければならない。","宅地建物取引業者は、帳簿の記載事項を、事務所のパソコンのハードディスクに記録し、
必要に応じ当該事務所においてパソコンやプリンターを用いて明確に紙面に表示する場合で
も、当該記録をもって帳簿への記載に代えることができない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：宅地建物取引業者は、宅地建物取引業に関し取引のあったつど、その年月日、その取引に
係る宅地又は建物の所在及び面積その他国土交通省令で定める事項を帳簿に記載しなければ
ならない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：帳簿（記載/保存/電子記録扱い）",4,R2_12;宅建業法
2020,42,宅建業法,35条説明（歴史的風致/確認済証/記録/設備）,"宅地建物取引業法第35条に規定する重要事項の説明に関する次の記述のうち、
誤っているものはどれか。なお、説明の相手方は宅地建物取引業者ではないものとする。","地域における歴史的風致の維持及び向上に関する法律第12条第１項により指定された歴史
的風致形成建造物である建物の売買の媒介を行う場合、その増築をするときは市町村長への
届出が必要である旨を説明しなくてもよい。","既存の建物の売買の媒介を行う場合、当該建物の建築確認済証がなくなっているときは、
その旨を説明すればよい。","区分所有建物の売買の媒介を行う場合、一棟の建物の維持修繕の実施状況が記録されてい
るときは、その内容を説明しなければならない。","建物の貸借の媒介を行う場合、台所、浴室、便所その他の当該建物の設備の整備の状況に
ついて、説明しなければならない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：地域における歴史的風致の維持及び向上に関する法律第12条第１項により指定された歴史
的風致形成建造物である建物の売買の媒介を行う場合、その増築をするときは市町村長への
届出が必要である旨を説明しなくてもよい / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：35条説明（歴史的風致/確認済証/記録/設備）",2,R2_12;宅建業法
2020,43,宅建業法,登録（講習・罰則・再登録待機）,"宅地建物取引業法に規定する宅地建物取引士及びその登録（以下この問におい
て「登録」という。）に関する次の記述のうち、正しいものはどれか。","登録を受けている者が精神の機能の障害により宅地建物取引士の事務を適正に行うに当た
って必要な認知、判断及び意思疎通を適切に行うことができない者となった場合、本人がそ
の旨を登録をしている都道府県知事に届け出ることはできない。","甲県知事の登録を受けている宅地建物取引士が乙県知事に登録の移転の申請を行うととも
に宅地建物取引士証の交付の申請を行う場合、交付の申請前６月以内に行われる乙県知事が
指定した講習を受講しなければならない。","宅地建物取引士が、事務禁止処分を受け、宅地建物取引士証をその交付を受けた都道府県
知事に速やかに提出しなかったときは、50万円以下の罰金に処せられることがある。","宅地建物取引士が、刑法第222条（脅迫）の罪により、罰金の刑に処せられ、登録が消除
された場合、刑の執行を終わり又は執行を受けることがなくなった日から５年を経過するま
では、新たな登録を受けることができない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：宅地建物取引士が、刑法第222条（脅迫）の罪により、罰金の刑に処せられ、登録が消除
された場合、刑の執行を終わり又は執行を受けることがなくなった日から５年を経過するま
では、新たな登録を受けることができない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：登録（講習・罰則・再登録待機）",4,R2_12;宅建業法
2020,44,宅建業法,定義（宅地・用途地域・公共施設）,"宅地建物取引業法に関する次の記述のうち、正しいものはいくつあるか。
ア　宅地には、現に建物の敷地に供されている土地に限らず、将来的に建物の敷地に供する目
的で取引の対象とされる土地も含まれる。
イ　農地は、都市計画法に規定する用途地域内に存するものであっても、宅地には該当しない。
ウ　建物の敷地に供せられる土地であれば、都市計画法に規定する用途地域外に存するもので
あっても、宅地に該当する。
エ　道路、公園、河川等の公共施設の用に供せられている土地は、都市計画法に規定する用途
地域内に存するものであれば宅地に該当する。
ア 宅地には、現に建物の敷地に供されている土地に限らず、将来的に建物の敷地に供する目
的で取引の対象とされる土地も含まれる。
イ 農地は、都市計画法に規定する用途地域内に存するものであっても、宅地には該当しない。
ウ 建物の敷地に供せられる土地であれば、都市計画法に規定する用途地域外に存するもので
あっても、宅地に該当する。
エ 道路、公園、河川等の公共施設の用に供せられている土地は、都市計画法に規定する用途
地域内に存するものであれば宅地に該当する。
1    一つ
2    二つ
3    三つ
4    四つ",一つ,二つ,三つ,四つ,判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解は「二つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：定義（宅地・用途地域・公共施設）,3,R2_12;宅建業法
2020,45,特定住宅瑕疵担保,供託/保険/対象範囲/転売時取扱い,"宅地建物取引業者Ａが自ら売主として、宅地建物取引業者ではない買主Ｂに新
築住宅を販売する場合における次の記述のうち、特定住宅瑕疵担保責任の履行の確保等に関す
る法律によれば、正しいものはどれか。","Ａが、住宅販売瑕疵担保保証金を供託する場合、当該住宅の床面積が100㎡以下であると
きは、新築住宅の合計戸数の算定に当たって、２戸をもって１戸と数えることになる。","Ａは、住宅瑕疵担保責任保険法人と住宅販売瑕疵担保責任保険契約の締結をした場合、Ｂ
が住宅の引渡しを受けた時から10年以内に当該住宅を転売したときは、当該住宅瑕疵担保責
任保険法人にその旨を申し出て、当該保険契約の解除をしなければならない。","Ａは、住宅販売瑕疵担保責任保険契約の締結をした場合、当該住宅を引き渡した時から10
年間、当該住宅の構造耐力上主要な部分、雨水の浸入を防止する部分、給水設備又はガス設
備の隠れた瑕疵によって生じた損害について保険金の支払を受けることができる。","住宅販売瑕疵担保責任保険契約は、新築住宅を引き渡したＡが住宅瑕疵担保責任保険法人
と締結する必要があり、Ｂが保険料を支払うものではない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：住宅販売瑕疵担保責任保険契約は、新築住宅を引き渡したＡが住宅瑕疵担保責任保険法人
と締結する必要があり、Ｂが保険料を支払うものではない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：供託/保険/対象範囲/転売時取扱い",2,R2_12;特定住宅瑕疵担保
2020,46,住宅金融支援機構,改良資金/買取型/リバース/付随改良,"独立行政法人住宅金融支援機構（以下この問において「機構」という。）に関
する次の記述のうち、誤っているものはどれか。","機構は、地震に対する安全性の向上を主たる目的とする住宅の改良に必要な資金の貸付け
を業務として行っている。","証券化支援事業（買取型）における民間金融機関の住宅ローン金利は、金融機関によって
異なる場合がある。","機構は、高齢者が自ら居住する住宅に対して行うバリアフリー工事に係る貸付けについて、
貸付金の償還を高齢者の死亡時に一括して行うという制度を設けている。","証券化支援業務（買取型）において、機構による譲受けの対象となる住宅の購入に必要な
資金の貸付けに係る金融機関の貸付債権には、当該住宅の購入に付随する改良に必要な資金
は含まれない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：証券化支援業務（買取型）において、機構による譲受けの対象となる住宅の購入に必要な
資金の貸付けに係る金融機関の貸付債権には、当該住宅の購入に付随する改良に必要な資金
は含まれない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：改良資金/買取型/リバース/付随改良",2,R2_12;住宅金融支援機構
2020,47,景表法/公正競争規約,セットバック/態様表示/不当表示/予告広告,"宅地建物取引業者が行う広告に関する次の記述のうち、不当景品類及び不当表
示防止法（不動産の表示に関する公正競争規約を含む。）の規定によれば、正しいものはどれ
か。","建築基準法第42条第２項の規定により道路とみなされる部分（セットバックを要する部分
）を含む土地については、セットバックを要する旨及びその面積を必ず表示しなければなら
ない。","取引態様については、「売主」、「貸主」、「代理」又は「媒介」（「仲介」）の別を表
示しなければならず、これらの用語以外の「直販」、「委託」等の用語による表示は、取引
態様の表示とは認められない。","インターネット上に掲載している賃貸物件について、掲載した後に契約済みとなり実際に
は取引できなくなっていたとしても、当該物件について消費者からの問合せがなく、故意に
掲載を継続していたものでなければ、不当表示に問われることはない。","新築分譲住宅を販売するに当たり、販売価格が確定していないため直ちに取引することが
できない場合、その取引開始時期をあらかじめ告知する予告広告を行うことはできない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：取引態様については、「売主」、「貸主」、「代理」又は「媒介」（「仲介」）の別を表
示しなければならず、これらの用語以外の「直販」、「委託」等の用語による表示は、取引
態様の表示とは認められない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：セットバック/態様表示/不当表示/予告広告",4,R2_12;景表法/公正競争規約
2020,48,統計,需給統計（本資料では省略表記）,"需給統計問題につき省略
（最新の統計データで学習してください。）",需給統計問題につき省略1,需給統計問題につき省略2,需給統計問題につき省略3,需給統計問題につき省略4,判断基準：公的資料値・用語定義・構造特性。 / 正解肢の要点：統計省略問題につき選択肢は原資料の指示に従う。 / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：需給統計（本資料では省略表記）,3,R2_12;統計
2020,49,土地,地形・防災（低地/干拓/台地等）,土地に関する次の記述のうち、最も不適当なものはどれか。,山地は、地形がかなり急峻で、大部分が森林となっている。,"低地は、一般に洪水や地震などに対して弱く、防災的見地からは住宅地として好ましくな
い。","埋立地は、一般に海面に対して数ｍの比高を持ち、干拓地に比べ自然災害に対して危険度
が高い。",台地は、一般に地盤が安定しており、低地に比べ自然災害に対して安全度が高い。,"判断基準：公的資料値・用語定義・構造特性。 / 正解肢の要点：埋立地は、一般に海面に対して数ｍの比高を持ち、干拓地に比べ自然災害に対して危険度
が高い / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：地形・防災（低地/干拓/台地等）",2,R2_12;土地
2020,50,建物,構造（基礎/木造/鉄骨/RC）,建築物の構造に関する次の記述のうち、最も不適当なものはどれか。,基礎は、硬質の支持地盤に設置するとともに、上部構造とも堅固に緊結する必要がある。,"木造建物を耐震、耐風的な構造にするためには、できるだけ建物の形態を単純にすること
が適切である。",鉄骨造は、不燃構造であり、靭性が大きいことから、鋼材の防錆処理を行う必要はない。,"近年、コンクリートと鉄筋の強度が向上しており、鉄筋コンクリート造の超高層共同住宅
建物もみられる。",判断基準：公的資料値・用語定義・構造特性。 / 正解肢の要点：鉄骨造は、不燃構造であり、靭性が大きいことから、鋼材の防錆処理を行う必要はない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：構造（基礎/木造/鉄骨/RC）,1,R2_12;建物
2020,51,民法,総則・債権・物権の基礎,"Ａが購入した甲土地が他の土地に囲まれて公道に通じない土地であった場合に関
する次の記述のうち、民法の規定及び判例によれば、正しいものはどれか。","甲土地が共有物の分割によって公道に通じない土地となっていた場合には、Ａは公道に至
るために他の分割者の所有地を、償金を支払うことなく通行することができる。","Ａは公道に至るため甲土地を囲んでいる土地を通行する権利を有するところ、Ａが自動車
を所有していても、自動車による通行権が認められることはない。","Ａが、甲土地を囲んでいる土地の一部である乙土地を公道に出るための通路にする目的で
賃借した後、甲土地をＢに売却した場合には、乙土地の賃借権は甲土地の所有権に従たるも
のとして甲土地の所有権とともにＢに移転する。","Ｃが甲土地を囲む土地の所有権を時効により取得した場合には、ＡはＣが時効取得した土
地を公道に至るために通行することができなくなる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：甲土地が共有物の分割によって公道に通じない土地となっていた場合には、Ａは公道に至
るために他の分割者の所有地を、償金を支払うことなく通行することができる / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",2,R2_10;民法
2020,52,民法,総則・債権・物権の基礎,"令和７年７月１日に下記ケース①及びケース②の保証契約を締結した場合に関す
る次の１から４までの記述のうち、民法の規定によれば、正しいものはどれか。
（ケース①）個人Ａが金融機関Ｂから事業資金として1,000万円を借り入れ、ＣがＢとの間で当
該債務に係る保証契約を締結した場合
（ケース②）個人Ａが建物所有者Ｄと居住目的の建物賃貸借契約を締結し、ＥがＤとの間で当
該賃貸借契約に基づくＡの一切の債務に係る保証契約を締結した場合","ケース①の保証契約は、口頭による合意でも有効であるが、ケース②の保証契約は、書面
でしなければ効力を生じない。","ケース①の保証契約は、Ｃが個人でも法人でも極度額を定める必要はないが、ケース②の
保証契約は、Ｅが個人でも法人でも極度額を定めなければ効力を生じない。","ケース①及びケース②の保証契約がいずれも連帯保証契約である場合、ＢがＣに債務の履
行を請求したときはＣは催告の抗弁を主張することができるが、ＤがＥに債務の履行を請求
したときはＥは催告の抗弁を主張することができない。","保証人が保証契約締結の日前１箇月以内に公正証書で保証債務を履行する意思を表示して
いない場合、ケース①のＣがＡの事業に関与しない個人であるときはケース①の保証契約は
効力を生じないが、ケース②の保証契約は有効である。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：保証人が保証契約締結の日前１箇月以内に公正証書で保証債務を履行する意思を表示して
いない場合、ケース①のＣがＡの事業に関与しない個人であるときはケース①の保証契約は
効力を生じないが、ケース②の保証契約は有効である / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",5,R2_10;民法
2020,53,民法,総則・債権・物権の基礎,"次の１から４までの契約に関する記述のうち、民法の規定及び下記判決文によれ
ば、誤っているものはどれか。なお、これらの契約は令和２年４月１日以降に締結されたもの
とする。
（判決文）
法律が債務の不履行による契約の解除を認める趣意は、契約の要素をなす債務の履行がないた
めに、該契約をなした目的を達することができない場合を救済するためであり、当事者が契約
をなした主たる目的の達成に必須的でない附随的義務の履行を怠ったに過ぎないような場合に
は、特段の事情の存しない限り、相手方は当該契約を解除することができないものと解するの
が相当である。","土地の売買契約において、売主が負担した当該土地の税金相当額を買主が償還する付随的
義務が定められ、買主が売買代金を支払っただけで税金相当額を償還しなかった場合、特段
の事情がない限り、売主は当該売買契約の解除をすることができない。","債務者が債務を履行しない場合であっても、債務不履行について債務者の責めに帰すべき
事由がないときは付随的義務の不履行となり、特段の事情がない限り、債権者は契約の解除
をすることができない。","債務不履行に対して債権者が相当の期間を定めて履行を催告してその期間内に履行がなさ
れない場合であっても、催告期間が経過した時における債務不履行がその契約及び取引上の
社会通念に照らして軽微であるときは、債権者は契約の解除をすることができない。","債務者が債務を履行しない場合であって、債務者がその債務の全部の履行を拒絶する意思
を明確に表示したときは、債権者は、相当の期間を定めてその履行を催告することなく、直
ちに契約の解除をすることができる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：債務者が債務を履行しない場合であっても、債務不履行について債務者の責めに帰すべき
事由がないときは付随的義務の不履行となり、特段の事情がない限り、債権者は契約の解除
をすることができない / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",5,R2_10;民法
2020,54,民法,総則・債権・物権の基礎,"建物の賃貸借契約が期間満了により終了した場合における次の記述のうち、民法
の規定によれば、正しいものはどれか。なお、賃貸借契約は、令和７年７月１日付けで締結さ
れ、原状回復義務について特段の合意はないものとする。","賃借人は、賃借物を受け取った後にこれに生じた損傷がある場合、通常の使用及び収益に
よって生じた損耗も含めてその損傷を原状に復する義務を負う。","賃借人は、賃借物を受け取った後にこれに生じた損傷がある場合、賃借人の帰責事由の有
無にかかわらず、その損傷を原状に復する義務を負う。","賃借人から敷金の返還請求を受けた賃貸人は、賃貸物の返還を受けるまでは、これを拒む
ことができる。","賃借人は、未払賃料債務がある場合、賃貸人に対し、敷金をその債務の弁済に充てるよう
請求することができる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：賃借人から敷金の返還請求を受けた賃貸人は、賃貸物の返還を受けるまでは、これを拒む
ことができる / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",2,R2_10;民法
2020,55,民法,総則・債権・物権の基礎,"ＡとＢとの間で令和７年７月１日に締結された委任契約において、委任者Ａが受
任者Ｂに対して報酬を支払うこととされていた場合に関する次の記述のうち、民法の規定によ
れば、正しいものはどれか。","Ａの責めに帰すべき事由によって履行の途中で委任が終了した場合、Ｂは報酬全額をＡに
対して請求することができるが、自己の債務を免れたことによって得た利益をＡに償還しな
ければならない。","Ｂは、契約の本旨に従い、自己の財産に対するのと同一の注意をもって委任事務を処理し
なければならない。","Ｂの責めに帰すべき事由によって履行の途中で委任が終了した場合、ＢはＡに対して報酬
を請求することができない。","Ｂが死亡した場合、Ｂの相続人は、急迫の事情の有無にかかわらず、受任者の地位を承継
して委任事務を処理しなければならない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：Ａの責めに帰すべき事由によって履行の途中で委任が終了した場合、Ｂは報酬全額をＡに
対して請求することができるが、自己の債務を免れたことによって得た利益をＡに償還しな
ければならない / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",4,R2_10;民法
2020,56,民法,総則・債権・物権の基礎,"ＡとＢとの間で令和７年７月１日に締結された売買契約に関する次の記述のうち、
民法の規定によれば、売買契約締結後、ＡがＢに対し、錯誤による取消しができるものはどれ
か。","Ａは、自己所有の自動車を100万円で売却するつもりであったが、重大な過失によりＢに
対し「10万円で売却する」と言ってしまい、Ｂが過失なく「Ａは本当に10万円で売るつもり
だ」と信じて購入を申し込み、ＡＢ間に売買契約が成立した場合","Ａは、自己所有の時価100万円の壺を10万円程度であると思い込み、Ｂに対し「手元にお
金がないので、10万円で売却したい」と言ったところ、ＢはＡの言葉を信じ「それなら10万
円で購入する」と言って、ＡＢ間に売買契約が成立した場合","Ａは、自己所有の時価100万円の名匠の絵画を贋作だと思い込み、Ｂに対し「贋作である
ので、10万円で売却する」と言ったところ、Ｂも同様に贋作だと思い込み「贋作なら10万円
で購入する」と言って、ＡＢ間に売買契約が成立した場合","Ａは、自己所有の腕時計を100万円で外国人Ｂに売却する際、当日の正しい為替レート（
１ドル100円）を重大な過失により１ドル125円で計算して「8,000ドルで売却する」と言っ
てしまい、Ａの錯誤について過失なく知らなかったＢが「8,000ドルなら買いたい」と言って、
ＡＢ間に売買契約が成立した場合","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：Ａは、自己所有の時価100万円の名匠の絵画を贋作だと思い込み、Ｂに対し「贋作である
ので、10万円で売却する」と言ったと / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",3,R2_10;民法
2020,57,民法,総則・債権・物権の基礎,"保証に関する次の記述のうち、民法の規定及び判例によれば、誤っているものは
どれか。なお、保証契約は令和２年４月１日以降に締結されたものとする。","特定物売買における売主の保証人は、特に反対の意思表示がない限り、売主の債務不履行
により契約が解除された場合には、原状回復義務である既払代金の返還義務についても保証
する責任がある。","主たる債務の目的が保証契約の締結後に加重されたときは、保証人の負担も加重され、主
たる債務者が時効の利益を放棄すれば、その効力は連帯保証人に及ぶ。","委託を受けた保証人が主たる債務の弁済期前に債務の弁済をしたが、主たる債務者が当該
保証人からの求償に対して、当該弁済日以前に相殺の原因を有していたことを主張するとき
は、保証人は、債権者に対し、その相殺によって消滅すべきであった債務の履行を請求する
ことができる。","委託を受けた保証人は、履行の請求を受けた場合だけでなく、履行の請求を受けずに自発
的に債務の消滅行為をする場合であっても、あらかじめ主たる債務者に通知をしなければ、
同人に対する求償が制限されることがある。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：主たる債務の目的が保証契約の締結後に加重されたときは、保証人の負担も加重され、主
たる債務者が時効の利益を放棄すれば、その効力は連帯保証人に及ぶ / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",3,R2_10;民法
2020,58,民法,総則・債権・物権の基礎,"相続（令和７年７月１日に相続の開始があったもの）に関する次の記述のうち、
民法の規定によれば、誤っているものはどれか。","相続回復の請求権は、相続人又はその法定代理人が相続権を侵害された事実を知った時か
ら５年間行使しないときは、時効によって消滅する。","被相続人の子が相続開始以前に死亡したときは、その者の子がこれを代襲して相続人とな
るが、さらに代襲者も死亡していたときは、代襲者の子が相続人となることはない。","被相続人に相続人となる子及びその代襲相続人がおらず、被相続人の直系尊属が相続人と
なる場合には、被相続人の兄弟姉妹が相続人となることはない。","被相続人の兄弟姉妹が相続人となるべき場合であっても、相続開始以前に兄弟姉妹及びそ
の子がいずれも死亡していたときは、その者の子（兄弟姉妹の孫）が相続人となることはな
い。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：被相続人の子が相続開始以前に死亡したときは、その者の子がこれを代襲して相続人とな
るが、さらに代襲者も死亡していたときは、代襲者の子が相続人となることはない / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",3,R2_10;民法
2020,59,民法,総則・債権・物権の基礎,"Ａがその所有する甲建物について、Ｂとの間で、①Ａを売主、Ｂを買主とする売
買契約を締結した場合と、②Ａを贈与者、Ｂを受贈者とする負担付贈与契約を締結した場合に
関する次の記述のうち、民法の規定及び判例によれば、正しいものはどれか。なお、これらの
契約は、令和７年７月１日に締結され、担保責任に関する特約はないものとする。","①の契約において、Ｂが手付を交付し、履行期の到来後に代金支払の準備をしてＡに履行
の催告をした場合、Ａは、手付の倍額を現実に提供して契約の解除をすることができる。","②の契約が書面によらずになされた場合、Ａは、甲建物の引渡し及び所有権移転登記の両
方が終わるまでは、書面によらないことを理由に契約の解除をすることができる。",②の契約については、Ａは、その負担の限度において、売主と同じく担保責任を負う。,"①の契約については、Ｂの債務不履行を理由としてＡに解除権が発生する場合があるが、
②の契約については、Ｂの負担の不履行を理由としてＡに解除権が発生することはない。",判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：②の契約については、Ａは、その負担の限度において、売主と同じく担保責任を負う / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎,4,R2_10;民法
2020,60,民法,総則・債権・物権の基礎,"Ａが甲土地を所有している場合の時効に関する次の記述のうち、民法の規定及
び判例によれば、誤っているものはどれか。","Ｂが甲土地を所有の意思をもって平穏かつ公然に17年間占有した後、ＣがＢを相続し甲土
地を所有の意思をもって平穏かつ公然に３年間占有した場合、Ｃは甲土地の所有権を時効取
得することができる。","Ｄが、所有者と称するＥから、Ｅが無権利者であることについて善意無過失で甲土地を買
い受け、所有の意思をもって平穏かつ公然に３年間占有した後、甲土地がＡの所有であるこ
とに気付いた場合、そのままさらに７年間甲土地の占有を継続したとしても、Ｄは、甲土地
の所有権を時効取得することはできない。","Ｄが、所有者と称するＥから、Ｅが無権利者であることについて善意無過失で甲土地を買
い受け、所有の意思をもって平穏かつ公然に３年間占有した後、甲土地がＡの所有であるこ
とを知っているＦに売却し、Ｆが所有の意思をもって平穏かつ公然に甲土地を７年間占有し
た場合、Ｆは甲土地の所有権を時効取得することができる。","Ａが甲土地を使用しないで20年以上放置していたとしても、Ａの有する甲土地の所有権が
消滅時効にかかることはない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：Ｄが、所有者と称するＥから、Ｅが無権利者であることについて善意無過失で甲土地を買
い受け、所有の意思をもって平穏かつ公然に３年間占有した後、甲土地がＡの所有であるこ
とに気付いた場合、そのままさらに７年間甲土地の占有を継続したとしても、Ｄは、甲土地
の所有権を時効取得することはできない / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",3,R2_10;民法
