year,q_no,correct_number,correct_label,correct_text,explanation,difficulty,tags
2021,100,3,C,"鉄骨構造は、耐火被覆や鋼材の加工性の問題があり、現在は住宅、店舗等の建物には用い
られていない。","判断基準：公的資料値・用語定義・構造特性。 / 正解肢の要点：鉄骨構造は、耐火被覆や鋼材の加工性の問題があり、現在は住宅、店舗等の建物には用い
られていない / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：構造（鉄骨の用途・床・適用範囲）",1,R3_10;建物
2020,1,3,C,"責任能力がない認知症患者が線路内に立ち入り、列車に衝突して旅客鉄道事業者に損害を
与えた場合、当該責任無能力者と同居する配偶者は、法定の監督義務者として損害賠償責任
を負う。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：責任能力がない認知症患者が線路内に立ち入り、列車に衝突して旅客鉄道事業者に損害を
与えた場合、当該責任無能力者と同居する配偶者は、法定の監督義務者として損害賠償責任
を負う / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",4,R2_12;民法
2020,2,1,A,"Ｂが自己又は第三者の利益を図る目的で、Ａの代理人として甲土地をＤに売却した場合、
Ｄがその目的を知り、又は知ることができたときは、Ｂの代理行為は無権代理とみなされる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：Ｂが自己又は第三者の利益を図る目的で、Ａの代理人として甲土地をＤに売却した場合、
Ｄがその目的を知り、又は知ることができたときは、Ｂの代理行為は無権代理とみなされる / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",4,R2_12;民法
2020,3,4,D,"夫婦間で婚姻の届出前に別段の契約をしなかった場合、夫婦のいずれに属するか明らかで
ない財産は、その共有に属するものと推定される。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：夫婦間で婚姻の届出前に別段の契約をしなかった場合、夫婦のいずれに属するか明らかで
ない財産は、その共有に属するものと推定される / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",3,R2_12;民法
2020,4,2,B,"債務の目的が特定物の引渡しである場合、債権者が目的物の引渡しを受けることを理由な
く拒否したため、その後の履行の費用が増加したときは、その増加額について、債権者と債
務者はそれぞれ半額ずつ負担しなければならない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：債務の目的が特定物の引渡しである場合、債権者が目的物の引渡しを受けることを理由な
く拒否したため、その後の履行の費用が増加したときは、その増加額について、債権者と債
務者はそれぞれ半額ずつ負担しなければならない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",3,R2_12;民法
2020,5,2,B,"裁判上の請求をした場合、裁判が終了するまでの間は時効が完成しないが、当該請求を途
中で取り下げて権利が確定することなく当該請求が終了した場合には、その終了した時から
新たに時効の進行が始まる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：裁判上の請求をした場合、裁判が終了するまでの間は時効が完成しないが、当該請求を途
中で取り下げて権利が確定することなく当該請求が終了した場合には、その終了した時から
新たに時効の進行が始まる / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",4,R2_12;民法
2020,6,1,A,"Ａは、Ｂとの間の賃貸借契約を合意解除した場合、解除の当時Ｂの債務不履行による解除
権を有していたとしても、合意解除したことをもってＣに対抗することはできない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：Ａは、Ｂとの間の賃貸借契約を合意解除した場合、解除の当時Ｂの債務不履行による解除
権を有していたとしても、合意解除したことをもってＣに対抗することはできない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",5,R2_12;民法
2020,7,2,B,"ＡがＢに甲土地の引渡しをすることができなかった場合、その不履行がＡの責めに帰する
ことができない事由によるものであるときを除き、ＢはＡに対して、損害賠償の請求をする
ことができる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：ＡがＢに甲土地の引渡しをすることができなかった場合、その不履行がＡの責めに帰する
ことができない事由によるものであるときを除き、ＢはＡに対して、損害賠償の請求をする
ことができる / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",3,R2_12;民法
2020,8,3,C,イ、ウ,判断基準：条文の文言＋通説・主要判例の結論。 / 正解は「三つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎,5,R2_12;民法
2020,9,1,A,"地役権は、継続的に行使されるもの、又は外形上認識することができるものに限り、時効
取得することができる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：地役権は、継続的に行使されるもの、又は外形上認識することができるものに限り、時効
取得することができる / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",5,R2_12;民法
2020,10,4,D,共有者の一人が死亡して相続人がないときは、その持分は国庫に帰属する。,判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：共有者の一人が死亡して相続人がないときは、その持分は国庫に帰属する / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎,2,R2_12;民法
2020,11,4,D,"借地権者が所有する数棟の建物が一筆の土地上にある場合は、そのうちの一棟について登
記があれば、借地権の対抗力が当該土地全部に及ぶ。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：借地権者が所有する数棟の建物が一筆の土地上にある場合は、そのうちの一棟について登
記があれば、借地権の対抗力が当該土地全部に及ぶ / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：借地・借家（対抗力/更新/定期借家等）",5,R2_12;借地借家法
2020,12,3,C,"賃貸借契約に期間を定め、賃貸借契約を書面によって行った場合には、ＡがＢに対しあら
かじめ契約の更新がない旨を説明していれば、賃貸借契約は期間満了により終了する。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：賃貸借契約に期間を定め、賃貸借契約を書面によって行った場合には、ＡがＢに対しあら
かじめ契約の更新がない旨を説明していれば、賃貸借契約は期間満了により終了する / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：借地・借家（対抗力/更新/定期借家等）",3,R2_12;借地借家法
2020,13,3,C,規約及び集会の決議は、区分所有者の特定承継人に対しては、その効力を生じない。,判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：規約及び集会の決議は、区分所有者の特定承継人に対しては、その効力を生じない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：規約・管理者・集会・特定承継人,2,R2_12;区分所有法
2020,14,2,B,"所有権の登記以外の権利に関する登記がある土地については、分筆の登記をすることがで
きない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：所有権の登記以外の権利に関する登記がある土地については、分筆の登記をすることがで
きない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：表示登記・分筆・申請書閲覧",5,R2_12;不動産登記法
2020,15,2,B,"市街化調整区域内においては、都市計画に、市街地開発事業を定めることができないこと
とされている。","判断基準：定義／許可・届出の要否／例外・主体を整理。 / 正解肢の要点：市街化調整区域内においては、都市計画に、市街地開発事業を定めることができないこと
とされている / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：区域区分・開発許可・面積要件",4,R2_12;都市計画法
2020,16,2,B,"市街化区域において、社会教育法に規定する公民館の建築の用に供する目的で行われる1,
500㎡の土地の区画形質の変更を行おうとする者は、都道府県知事の許可を受けなくてよい。","判断基準：定義／許可・届出の要否／例外・主体を整理。 / 正解肢の要点：市街化区域において、社会教育法に規定する公民館の建築の用に供する目的で行われる1,
500㎡の土地の区画形質の変更を行おうとする者は、都道府県知事の許可を受けなくてよい / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：区域区分・開発許可・面積要件",2,R2_12;都市計画法
2020,17,1,A,"建築物が防火地域及び準防火地域にわたる場合においては、その全部について、敷地の属
する面積が大きい方の地域内の建築物に関する規定を適用する。","判断基準：定義／許可・届出の要否／例外・主体を整理。 / 正解肢の要点：建築物が防火地域及び準防火地域にわたる場合においては、その全部について、敷地の属
する面積が大きい方の地域内の建築物に関する規定を適用する / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：防火・用途制限・壁面線・建蔽率等",3,R2_12;建築基準法
2020,18,4,D,"田園住居地域内の建築物に対しては、法第56条第１項第３号の規定（北側斜線制限）は適
用されない。","判断基準：定義／許可・届出の要否／例外・主体を整理。 / 正解肢の要点：田園住居地域内の建築物に対しては、法第56条第１項第３号の規定（北側斜線制限）は適
用されない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：防火・用途制限・壁面線・建蔽率等",4,R2_12;建築基準法
2020,19,1,A,"宅地造成等工事規制区域は、宅地造成等に伴い災害が生ずるおそれが大きい市街地又は市
街地になろうとする土地の区域又は集落の区域であって、宅地造成等に関する工事につき規
制を行う必要があるものについて、国土交通大臣が指定することができる。","判断基準：定義／許可・届出の要否／例外・主体を整理。 / 正解肢の要点：宅地造成等工事規制区域は、宅地造成等に伴い災害が生ずるおそれが大きい市街地又は市
街地になろうとする土地の区域又は集落の区域であって、宅地造成等に関する工事につき規
制を行う必要があるものについて、国土交通大臣が指定することができる / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：規制区域・設計者要件・検査",3,R2_12;宅地造成等規制法/盛土規制法
2020,20,3,C,"換地計画において換地を定める場合においては、換地及び従前の宅地の位置、地積、土質、
水利、利用状況、環境等が照応するように定めなければならない。","判断基準：定義／許可・届出の要否／例外・主体を整理。 / 正解肢の要点：換地計画において換地を定める場合においては、換地及び従前の宅地の位置、地積、土質、
水利、利用状況、環境等が照応するように定めなければならない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：換地計画・照応の原則・過小宅地",4,R2_12;土地区画整理法
2020,21,3,C,"耕作を目的として農業者が競売により農地を取得する場合であっても、法第３条第１項の
許可を受ける必要がある。","判断基準：定義／許可・届出の要否／例外・主体を整理。 / 正解肢の要点：耕作を目的として農業者が競売により農地を取得する場合であっても、法第３条第１項の
許可を受ける必要がある / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：定義・3条/4条/5条・大臣許可",4,R2_12;農地法
2020,22,4,D,"個人Ｂが所有する都市計画区域外の11,000㎡の土地について、個人ＣがＢとの間で対価を
支払って地上権設定契約を締結した場合、Ｃは事後届出を行う必要がある。","判断基準：定義／許可・届出の要否／例外・主体を整理。 / 正解肢の要点：個人Ｂが所有する都市計画区域外の11,000㎡の土地について、個人ＣがＢとの間で対価を
支払って地上権設定契約を締結した場合、Ｃは事後届出を行う必要がある / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：第23条事後届出・公表・罰則",4,R2_12;国土利用計画法
2020,23,1,A,"この税率の軽減措置の適用を受けるためには、やむを得ない事情がある場合を除き、その
住宅用家屋の取得後１年以内に所有権の移転登記を受けなければならない。","判断基準：適用要件・課税標準・軽減の可否。 / 正解肢の要点：この税率の軽減措置の適用を受けるためには、やむを得ない事情がある場合を除き、その
住宅用家屋の取得後１年以内に所有権の移転登記を受けなければならない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：登録免許税（住宅用家屋軽減）",4,R2_12;税法
2020,24,3,C,"固定資産税の納期は、４月、７月、12月及び２月中において、当該市町村の条例で定める
こととされているが、特別の事情がある場合においては、これと異なる納期を定めることが
できる。","判断基準：適用要件・課税標準・軽減の可否。 / 正解肢の要点：固定資産税の納期は、４月、７月、12月及び２月中において、当該市町村の条例で定める
こととされているが、特別の事情がある場合においては、これと異なる納期を定めることが
できる / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：固定資産税（税率・納期・住宅用地軽減）",2,R2_12;税法
2020,25,1,A,"土地鑑定委員会は、その土地に地上権が存する場合であっても、標準地として選定するこ
とができる。","判断基準：定義／許可・届出の要否／例外・主体を整理。 / 正解肢の要点：土地鑑定委員会は、その土地に地上権が存する場合であっても、標準地として選定するこ
とができる / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：標準地・鑑定評価・公示内容",3,R2_12;地価公示法
2020,26,2,B,"宅地建物取引士は、自ら役員を務める宅地建物取引業者が宅地建物取引業に関し不正な行
為をし、情状が特に重いことにより免許を取り消された場合、宅地建物取引士の登録を消除
されることとなる。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：宅地建物取引士は、自ら役員を務める宅地建物取引業者が宅地建物取引業に関し不正な行
為をし、情状が特に重いことにより免許を取り消された場合、宅地建物取引士の登録を消除
されることとなる / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：定義・行為制限・案内所帳簿",4,R2_12;宅建業法
2020,27,3,C,"宅地建物取引業者は、宅地の造成工事の完了前においては、当該造成工事に必要とされる
許可等の処分があった後であれば、当該宅地の販売に関する広告をすることができる。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：宅地建物取引業者は、宅地の造成工事の完了前においては、当該造成工事に必要とされる
許可等の処分があった後であれば、当該宅地の販売に関する広告をすることができる / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：広告規制（未完成/造成前/媒体）",1,R2_12;宅建業法
2020,28,1,A,一つ,判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解は「一つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：媒介契約（専任/一般・登録・報告）,4,R2_12;宅建業法
2020,29,3,C,"宅地建物取引士（甲県知事登録）が、乙県に所在する建物の売買に関する取引において宅
地建物取引士として行う事務に関し不正な行為をし、乙県知事により事務禁止処分を受けた
ときは、宅地建物取引士証を甲県知事に提出しなければならない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：宅地建物取引士（甲県知事登録）が、乙県に所在する建物の売買に関する取引において宅
地建物取引士として行う事務に関し不正な行為をし、乙県知事により事務禁止処分を受けた
ときは、宅地建物取引士証を甲県知事に提出しなければならない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：免許換え/登録移転/案内所・事務所",4,R2_12;宅建業法
2020,30,2,B,"保証協会の社員又は社員であった者が、当該保証協会から、弁済業務保証金の還付額に相
当する還付充当金を当該保証協会に納付すべき旨の通知を受けたときは、その通知を受けた
日から２週間以内に、その通知された額の還付充当金を当該保証協会に納付しなければなら
ない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：保証協会の社員又は社員であった者が、当該保証協会から、弁済業務保証金の還付額に相
当する還付充当金を当該保証協会に納付すべき旨の通知を受けたときは、その通知を受けた
日から２週間以内に、その通知された額の還付充当金を当該保証協会に納付しなければなら
ない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：保証協会（分担金/還付充当金/重複加入不可）",1,R2_12;宅建業法
2020,31,3,C,"免許権者は、免許に条件を付することができ、免許の更新に当たっても条件を付すること
ができる。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：免許権者は、免許に条件を付することができ、免許の更新に当たっても条件を付すること
ができる / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：免許欠格/条件付与/届出義務",2,R2_12;宅建業法
2020,32,4,D,四つ,判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解は「四つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：35条説明（災害・文化財・津波防護）,5,R2_12;宅建業法
2020,33,4,D,"免許権者は、宅地建物取引業者が宅地建物取引業の免許を受けた日から３月以内に営業保
証金を供託した旨の届出をしないときは、その届出をすべき旨の催告をしなければならず、
その催告が到達した日から１月以内に届出がないときは、当該宅地建物取引業者の免許を取
り消すことができる。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：免許権者は、宅地建物取引業者が宅地建物取引業の免許を受けた日から３月以内に営業保
証金を供託した旨の届出をしないときは、その届出をすべき旨の催告をしなければならず、
その催告が到達した日から１月以内に届出がないときは、当該宅地建物取引業者の免許を取
り消すことができる / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：営業保証金（保管替え・取り戻し・取消）",2,R2_12;宅建業法
2020,34,4,D,"宅地建物取引業者は、依頼者の依頼によらない広告の料金に相当する額を報酬額に合算す
る場合は、代理又は媒介に係る報酬の限度額を超える額の報酬を依頼者から受けることがで
きる。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：宅地建物取引業者は、依頼者の依頼によらない広告の料金に相当する額を報酬額に合算す
る場合は、代理又は媒介に係る報酬の限度額を超える額の報酬を依頼者から受けることがで
きる / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：報酬額（上限・不当要求・事業用建物）",2,R2_12;宅建業法
2020,35,3,C,三つ,判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解は「三つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：37条書面（記名者・必須記載・電磁提供）,5,R2_12;宅建業法
2020,36,3,C,"宅地建物取引業者は、裁判の証人として、その取り扱った宅地建物取引に関して証言を求
められた場合、秘密に係る事項を証言することができる。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：宅地建物取引業者は、裁判の証人として、その取り扱った宅地建物取引に関して証言を求
められた場合、秘密に係る事項を証言することができる / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：守秘義務（例外・存続・証言）",1,R2_12;宅建業法
2020,37,1,A,"既存の建物の構造耐力上主要な部分等の状況について当事者の双方が確認した事項がない
場合、確認した事項がない旨を37条書面に記載しなければならない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：既存の建物の構造耐力上主要な部分等の状況について当事者の双方が確認した事項がない
場合、確認した事項がない旨を37条書面に記載しなければならない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：37条書面の「無い旨」記載の要否",4,R2_12;宅建業法
2020,38,1,A,一つ,判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解は「一つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：宅建士（専任設置・未成年・提示義務・欠格）,4,R2_12;宅建業法
2020,39,1,A,"Ｂは、Ａの仮設テント張りの案内所で買受けの申込みをし、２日後、Ａの事務所で契約を
締結した上で代金全額を支払った。その５日後、Ｂが、宅地の引渡しを受ける前に当該契約
について解除の書面を送付した場合、Ａは代金全額が支払われていることを理由に契約の解
除を拒むことができる。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：Ｂは、Ａの仮設テント張りの案内所で買受けの申込みをし、２日後、Ａの事務所で契約を
締結した上で代金全額を支払った / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：クーリング・オフ（場所・期間・到達）",2,R2_12;宅建業法
2020,40,4,D,"宅地建物取引業者は、勧誘の相手方が金銭的に不安であることを述べたため、売買代金の
額を引き下げて、契約の締結を勧誘したとしても、法に違反しない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：宅地建物取引業者は、勧誘の相手方が金銭的に不安であることを述べたため、売買代金の
額を引き下げて、契約の締結を勧誘したとしても、法に違反しない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：禁止行為（再勧誘/貸付/時間付与）",3,R2_12;宅建業法
2020,41,2,B,"宅地建物取引業者は、宅地建物取引業に関し取引のあったつど、その年月日、その取引に
係る宅地又は建物の所在及び面積その他国土交通省令で定める事項を帳簿に記載しなければ
ならない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：宅地建物取引業者は、宅地建物取引業に関し取引のあったつど、その年月日、その取引に
係る宅地又は建物の所在及び面積その他国土交通省令で定める事項を帳簿に記載しなければ
ならない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：帳簿（記載/保存/電子記録扱い）",4,R2_12;宅建業法
2020,42,1,A,"地域における歴史的風致の維持及び向上に関する法律第12条第１項により指定された歴史
的風致形成建造物である建物の売買の媒介を行う場合、その増築をするときは市町村長への
届出が必要である旨を説明しなくてもよい。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：地域における歴史的風致の維持及び向上に関する法律第12条第１項により指定された歴史
的風致形成建造物である建物の売買の媒介を行う場合、その増築をするときは市町村長への
届出が必要である旨を説明しなくてもよい / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：35条説明（歴史的風致/確認済証/記録/設備）",2,R2_12;宅建業法
2020,43,4,D,"宅地建物取引士が、刑法第222条（脅迫）の罪により、罰金の刑に処せられ、登録が消除
された場合、刑の執行を終わり又は執行を受けることがなくなった日から５年を経過するま
では、新たな登録を受けることができない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：宅地建物取引士が、刑法第222条（脅迫）の罪により、罰金の刑に処せられ、登録が消除
された場合、刑の執行を終わり又は執行を受けることがなくなった日から５年を経過するま
では、新たな登録を受けることができない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：登録（講習・罰則・再登録待機）",4,R2_12;宅建業法
2020,44,2,B,二つ,判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解は「二つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：定義（宅地・用途地域・公共施設）,3,R2_12;宅建業法
2020,45,4,D,"住宅販売瑕疵担保責任保険契約は、新築住宅を引き渡したＡが住宅瑕疵担保責任保険法人
と締結する必要があり、Ｂが保険料を支払うものではない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：住宅販売瑕疵担保責任保険契約は、新築住宅を引き渡したＡが住宅瑕疵担保責任保険法人
と締結する必要があり、Ｂが保険料を支払うものではない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：供託/保険/対象範囲/転売時取扱い",2,R2_12;特定住宅瑕疵担保
2020,46,4,D,"証券化支援業務（買取型）において、機構による譲受けの対象となる住宅の購入に必要な
資金の貸付けに係る金融機関の貸付債権には、当該住宅の購入に付随する改良に必要な資金
は含まれない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：証券化支援業務（買取型）において、機構による譲受けの対象となる住宅の購入に必要な
資金の貸付けに係る金融機関の貸付債権には、当該住宅の購入に付随する改良に必要な資金
は含まれない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：改良資金/買取型/リバース/付随改良",2,R2_12;住宅金融支援機構
2020,47,2,B,"取引態様については、「売主」、「貸主」、「代理」又は「媒介」（「仲介」）の別を表
示しなければならず、これらの用語以外の「直販」、「委託」等の用語による表示は、取引
態様の表示とは認められない。","判断基準：条文/政省令/ガイドラインの必須記載と禁止行為。 / 正解肢の要点：取引態様については、「売主」、「貸主」、「代理」又は「媒介」（「仲介」）の別を表
示しなければならず、これらの用語以外の「直販」、「委託」等の用語による表示は、取引
態様の表示とは認められない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：セットバック/態様表示/不当表示/予告広告",4,R2_12;景表法/公正競争規約
2020,48,1,A,本試験資料では統計問題等のため選択肢が省略,判断基準：公的資料値・用語定義・構造特性。 / 正解肢の要点：統計省略問題につき選択肢は原資料の指示に従う。 / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：需給統計（本資料では省略表記）,3,R2_12;統計
2020,49,3,C,"埋立地は、一般に海面に対して数ｍの比高を持ち、干拓地に比べ自然災害に対して危険度
が高い。","判断基準：公的資料値・用語定義・構造特性。 / 正解肢の要点：埋立地は、一般に海面に対して数ｍの比高を持ち、干拓地に比べ自然災害に対して危険度
が高い / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：地形・防災（低地/干拓/台地等）",2,R2_12;土地
2020,50,3,C,鉄骨造は、不燃構造であり、靭性が大きいことから、鋼材の防錆処理を行う必要はない。,判断基準：公的資料値・用語定義・構造特性。 / 正解肢の要点：鉄骨造は、不燃構造であり、靭性が大きいことから、鋼材の防錆処理を行う必要はない / 他肢の落とし穴：主体・時期・要件・上限/例外の取り違えに注意。 / 関連：構造（基礎/木造/鉄骨/RC）,1,R2_12;建物
2020,51,1,A,"甲土地が共有物の分割によって公道に通じない土地となっていた場合には、Ａは公道に至
るために他の分割者の所有地を、償金を支払うことなく通行することができる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：甲土地が共有物の分割によって公道に通じない土地となっていた場合には、Ａは公道に至
るために他の分割者の所有地を、償金を支払うことなく通行することができる / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",2,R2_10;民法
2020,52,4,D,"保証人が保証契約締結の日前１箇月以内に公正証書で保証債務を履行する意思を表示して
いない場合、ケース①のＣがＡの事業に関与しない個人であるときはケース①の保証契約は
効力を生じないが、ケース②の保証契約は有効である。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：保証人が保証契約締結の日前１箇月以内に公正証書で保証債務を履行する意思を表示して
いない場合、ケース①のＣがＡの事業に関与しない個人であるときはケース①の保証契約は
効力を生じないが、ケース②の保証契約は有効である / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",5,R2_10;民法
2020,53,2,B,"債務者が債務を履行しない場合であっても、債務不履行について債務者の責めに帰すべき
事由がないときは付随的義務の不履行となり、特段の事情がない限り、債権者は契約の解除
をすることができない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：債務者が債務を履行しない場合であっても、債務不履行について債務者の責めに帰すべき
事由がないときは付随的義務の不履行となり、特段の事情がない限り、債権者は契約の解除
をすることができない / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",5,R2_10;民法
2020,54,3,C,"賃借人から敷金の返還請求を受けた賃貸人は、賃貸物の返還を受けるまでは、これを拒む
ことができる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：賃借人から敷金の返還請求を受けた賃貸人は、賃貸物の返還を受けるまでは、これを拒む
ことができる / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",2,R2_10;民法
2020,55,1,A,"Ａの責めに帰すべき事由によって履行の途中で委任が終了した場合、Ｂは報酬全額をＡに
対して請求することができるが、自己の債務を免れたことによって得た利益をＡに償還しな
ければならない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：Ａの責めに帰すべき事由によって履行の途中で委任が終了した場合、Ｂは報酬全額をＡに
対して請求することができるが、自己の債務を免れたことによって得た利益をＡに償還しな
ければならない / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",4,R2_10;民法
